"","fixed acidity","volatile acidity","citric acid","chlorides","free sulfur dioxide","total sulfur dioxide","density","pH","sulphates","alcohol","quality","sweet"
"320",6.1,0.125,0.25,0.04,10,69,0.9934,3.54,0.59,10.1,6,0
"321",6,0.1,0.24,0.041,15,65,0.9927,3.61,0.61,10.3,7,0
"322",6.6,0.24,0.35,0.031,36,135,0.9938,3.19,0.37,10.5,5,0
"323",6.8,0.25,0.34,0.031,34,134,0.9927,3.21,0.38,10.6,6,0
"324",6.8,0.28,0.44,0.031,35,137,0.9946,3.16,0.36,10.4,6,0
"325",8.3,0.41,0.51,0.046,11,207,0.993,3.02,0.55,11.4,5,0
"326",7.5,0.27,0.31,0.057,131,313,0.9946,3.18,0.59,10.5,5,0
"327",7.9,0.26,0.41,0.04,38,216,0.9976,2.96,0.6,10,6,1
"328",6.4,0.34,0.23,0.039,37,143,0.9944,3.19,0.65,10,6,0
"329",6.5,0.28,0.35,0.042,55,195,0.9978,3.23,0.5,9.6,6,1
"330",7.2,0.21,0.41,0.036,33,85,0.992,3.17,0.51,10.4,5,0
"331",6.4,0.32,0.35,0.03,34,101,0.9912,3.36,0.6,12.5,8,0
"332",6.8,0.24,0.34,0.032,37,135,0.9927,3.2,0.39,10.6,5,0
"333",6.3,0.23,0.3,0.033,16,91,0.9906,3.28,0.4,11.8,6,0
"334",6.5,0.28,0.34,0.038,30,133,0.9954,3.11,0.44,9.8,5,0
"335",5.6,0.26,0.26,0.031,12,80,0.9923,3.25,0.38,10.8,5,0
"336",6.3,0.23,0.3,0.033,16,91,0.9906,3.28,0.4,11.8,6,0
"337",6.3,0.23,0.33,0.036,15,105,0.991,3.32,0.42,11.2,6,0
"338",5.8,0.27,0.27,0.045,55,170,0.9972,3.28,0.42,9.3,6,1
"339",5.9,0.26,0.4,0.047,12,139,0.9945,3.45,0.53,10.4,5,0
"340",6.6,0.18,0.35,0.049,49,141,0.9934,3.43,0.85,10.2,7,0
"341",7.4,0.2,0.43,0.045,27,153,0.9964,3.19,0.55,9,7,0
"342",8,0.24,0.36,0.047,17,129,0.9948,3.2,0.54,10,6,0
"343",6.4,0.26,0.42,0.044,30,140,0.9962,3.18,0.47,9.1,6,0
"344",5.4,0.31,0.47,0.053,46,144,0.9931,3.29,0.76,10,5,0
"345",5.4,0.29,0.47,0.052,47,145,0.993,3.29,0.75,10,6,0
"346",7.1,0.145,0.33,0.05,33,131,0.9942,3.28,0.4,9.6,6,0
"347",5.6,0.34,0.1,0.031,20,68,0.9906,3.36,0.51,11.2,7,0
"348",6.7,0.19,0.41,0.056,75,155,0.9995,3.2,0.44,8.8,6,1
"349",7.8,0.18,0.46,0.052,38,118,0.998,3.15,0.5,10,6,1
"350",7.6,0.17,0.45,0.054,56,137,0.997,3.15,0.47,10,5,0
"351",6.3,0.12,0.36,0.044,47,146,0.9914,3.27,0.74,11.4,7,0
"352",7.3,0.33,0.4,0.038,32,138,0.992,3.03,0.3,11.9,7,0
"353",5.5,0.335,0.3,0.071,27,128,0.9924,3.14,0.51,9.6,6,0
"354",7.3,0.33,0.4,0.038,32,138,0.992,3.03,0.3,11.9,7,0
"355",5.8,0.4,0.42,0.047,38.5,245,0.9937,3.25,0.57,9.6,6,0
"356",7.3,0.22,0.37,0.063,48,191,0.9978,2.89,0.38,9,6,1
"357",7.3,0.22,0.37,0.063,48,191,0.9978,2.89,0.38,9,6,1
"358",6.1,0.36,0.33,0.05,24,169,0.9927,3.15,0.78,9.5,6,0
"359",10,0.2,0.39,0.05,19,152,0.994,3,0.42,10.4,6,0
"360",6.9,0.24,0.34,0.04,43,161,0.9935,3.2,0.59,10.6,6,0
"361",6.4,0.24,0.32,0.047,54,162,0.9968,3.28,0.5,10.2,6,1
"362",7.1,0.365,0.14,0.055,24,84,0.9941,3.15,0.43,8.9,5,0
"363",6.8,0.15,0.3,0.05,40,127,0.9942,3.4,0.39,9.7,6,0
"364",7.3,0.22,0.37,0.063,48,191,0.9978,2.89,0.38,9,6,1
"365",6.8,0.16,0.4,0.037,18,102,0.9923,3.49,0.42,11.4,7,0
"366",6,0.26,0.32,0.028,29,113,0.9912,3.4,0.71,12.3,7,0
"367",6,0.18,0.27,0.089,40,143,0.9923,3.49,0.62,10.8,6,0
"368",6.9,0.33,0.21,0.053,39,148,0.9927,3.12,0.45,9.4,6,0
"369",7.7,0.29,0.48,0.049,36,178,0.9931,3.17,0.64,10.6,6,0
"370",7.1,0.39,0.35,0.044,26,72,0.9941,3.17,0.29,11.6,5,1
"371",6.9,0.33,0.21,0.053,39,148,0.9927,3.12,0.45,9.4,6,0
"372",7.7,0.29,0.48,0.049,36,178,0.9931,3.17,0.64,10.6,6,0
"373",6.6,0.905,0.19,0.048,17,204,0.9934,3.34,0.56,10,5,0
"374",7.2,0.27,0.27,0.048,30,149,0.9936,3.1,0.51,9.2,6,0
"375",5.1,0.33,0.22,0.027,18,89,0.9893,3.51,0.38,12.5,7,0
"376",5.1,0.33,0.22,0.027,18,89,0.9893,3.51,0.38,12.5,7,0
"377",6.4,0.31,0.28,0.037,12,119,0.9919,3.32,0.51,10.4,7,0
"378",7.3,0.2,0.44,0.045,21,98,0.9924,3.15,0.46,10,7,0
"379",5.7,0.32,0.5,0.049,17,155,0.9927,3.22,0.64,10,6,0
"380",6.4,0.31,0.28,0.037,12,119,0.9919,3.32,0.51,10.4,7,0
"381",7.3,0.2,0.44,0.045,21,98,0.9924,3.15,0.46,10,7,0
"382",7.2,0.28,0.26,0.046,48,179,0.9975,3.1,0.52,9,6,1
"383",7.5,0.35,0.28,0.051,26,157,0.9969,3.12,0.53,9.2,6,0
"384",7.2,0.27,0.27,0.048,30,149,0.9936,3.1,0.51,9.2,6,0
"385",6,0.36,0.39,0.027,20,125,0.991,3.38,0.39,11.3,7,0
"386",5.1,0.33,0.22,0.027,18,89,0.9893,3.51,0.38,12.5,7,0
"387",5,0.17,0.56,0.026,24,115,0.9906,3.48,0.39,10.8,7,0
"388",6.3,0.39,0.35,0.04,82.5,260,0.9941,3.12,0.66,10.1,5,0
"389",6.7,0.21,0.32,0.047,29,140,0.995,3.39,0.46,9.7,6,0
"390",7,0.3,0.38,0.032,60,181,0.9983,3.18,0.61,9.3,7,1
"391",7,0.3,0.38,0.032,60,181,0.9983,3.18,0.61,9.3,7,1
"392",6.5,0.36,0.32,0.031,13,66,0.9916,3.1,0.46,10.6,5,0
"393",6.1,0.55,0.15,0.031,19,125,0.9957,3.36,0.47,10.2,6,0
"394",7.3,0.24,0.43,0.021,20,69,0.99,3.08,0.56,12.2,6,0
"395",6.8,0.37,0.51,0.044,62,163,0.9976,3.19,0.44,8.8,5,0
"396",6.8,0.27,0.12,0.04,87,168,0.992,3.18,0.41,10,5,0
"397",8.2,0.28,0.42,0.031,30,93,0.9917,3.09,0.39,11.4,5,0
"398",6.3,0.2,0.4,0.037,35,107,0.9917,3.46,0.5,11.4,6,0
"399",5.9,0.26,0.27,0.048,52,168,0.9993,3.35,0.44,9.4,5,1
"400",6.4,0.19,0.42,0.032,32,83,0.9908,3.3,0.41,11.7,6,0
"401",6.3,0.2,0.4,0.037,35,107,0.9917,3.46,0.5,11.4,6,0
"402",6.8,0.37,0.51,0.044,62,163,0.9976,3.19,0.44,8.8,5,0
"403",6.1,0.35,0.07,0.069,22,108,0.9934,3.23,0.52,9.2,5,0
"404",7.1,0.27,0.31,0.046,55,252,1,3.07,0.56,8.7,5,1
"405",6.8,0.22,0.31,0.035,33,170,0.9918,3.24,0.66,12.6,6,0
"406",6.8,0.27,0.12,0.04,87,168,0.992,3.18,0.41,10,5,0
"407",5.8,0.28,0.34,0.031,40,99,0.9896,3.39,0.39,12.8,7,0
"408",6.9,0.49,0.24,0.049,13,125,0.9932,3.17,0.51,9.4,5,0
"409",6.3,0.14,0.39,0.044,26,116,0.992,3.26,0.53,10.3,6,0
"410",8.2,0.28,0.42,0.031,30,93,0.9917,3.09,0.39,11.4,5,0
"411",7.2,0.25,0.39,0.038,42,155,0.9999,2.97,0.47,9,6,1
"412",7.3,0.28,0.36,0.04,38,140,0.998,3.3,0.79,9.6,6,1
"413",7.2,0.19,0.39,0.036,32,85,0.9918,3.16,0.5,10.5,5,0
"414",7.2,0.19,0.39,0.036,32,85,0.9918,3.16,0.5,10.5,5,0
"415",7.2,0.25,0.39,0.038,42,155,0.9999,2.97,0.47,9,6,1
"416",7.3,0.28,0.36,0.04,38,140,0.998,3.3,0.79,9.6,6,1
"417",7.4,0.21,0.27,0.041,27,99,0.9927,3.19,0.33,9.8,6,0
"418",6.8,0.26,0.22,0.047,57,210,0.9959,3.1,0.47,9,5,0
"419",7.4,0.21,0.27,0.041,27,99,0.9927,3.19,0.33,9.8,6,0
"420",7.4,0.31,0.28,0.05,33,137,0.9929,3.31,0.56,10.5,6,0
"421",7,0.22,0.31,0.03,41,136,0.9898,3.16,0.37,12.7,7,0
"422",7,0.21,0.28,0.045,37,222,0.9954,3.25,0.54,10.4,6,0
"423",7,0.21,0.28,0.045,37,221,0.9954,3.25,0.54,10.4,6,0
"424",7,0.21,0.28,0.045,37,221,0.9954,3.25,0.54,10.4,6,0
"425",6.9,0.23,0.38,0.047,47,162,0.9954,3.34,0.52,10.5,7,0
"426",7,0.21,0.28,0.045,37,222,0.9954,3.25,0.54,10.4,6,0
"427",7,0.21,0.28,0.045,37,221,0.9954,3.25,0.54,10.4,6,0
"428",6.8,0.29,0.5,0.053,48,194,0.9974,3.09,0.45,9.4,5,1
"429",7.8,0.21,0.27,0.051,20,89,0.9936,3.06,0.46,9.1,5,0
"430",7.1,0.31,0.47,0.056,54,197,0.9978,3.1,0.49,9.3,5,1
"431",6.8,0.29,0.5,0.053,48,194,0.9974,3.09,0.45,9.4,5,1
"432",6.4,0.34,0.1,0.048,19,84,0.9927,3.21,0.38,9.8,5,0
"433",7.4,0.155,0.34,0.045,73.5,214,0.9934,3.18,0.61,9.9,7,0
"434",7.2,0.55,0.09,0.108,16,151,0.9938,3.07,0.57,9.2,4,0
"435",7,0.23,0.36,0.028,31,104,0.9922,3.35,0.47,12.1,8,0
"436",6.9,0.2,0.37,0.027,24,97,0.992,3.38,0.49,12.2,7,0
"437",6.1,0.28,0.32,0.042,23,218.5,0.9935,3.27,0.6,9.8,5,0
"438",6.6,0.16,0.32,0.035,49,186,0.9906,3.35,0.64,12.4,8,0
"439",7.4,0.155,0.34,0.045,73.5,214,0.9934,3.18,0.61,9.9,7,0
"440",6.2,0.35,0.04,0.06,23,108,0.9934,3.26,0.54,9.2,5,0
"441",6.7,0.22,0.37,0.028,24,102,0.9913,3.29,0.59,11.6,7,0
"442",6.1,0.38,0.2,0.033,25,137,0.9938,3.3,0.69,10.4,6,0
"443",6,0.25,0.28,0.026,54,126,0.9898,3.43,0.65,12.9,8,0
"444",6.6,0.52,0.44,0.048,54,245,0.9975,3.26,0.54,9.3,6,1
"445",6.9,0.24,0.36,0.031,40,139,0.9975,3.2,0.33,11,6,1
"446",7.1,0.32,0.32,0.038,16,66,0.9937,3.24,0.4,11.5,3,0
"447",5.8,0.28,0.27,0.054,30,156,0.9914,3.53,0.42,12.4,5,0
"448",6.5,0.41,0.24,0.048,24,113,0.9982,3.44,0.53,9.8,6,1
"449",6.5,0.41,0.24,0.048,24,113,0.9982,3.44,0.53,9.8,6,1
"450",6.4,0.28,0.29,0.052,34,127,0.9929,3.48,0.56,10.5,7,0
"451",7.2,0.6,0.2,0.07,21,174,0.9971,3.03,0.54,9.1,5,0
"452",6.1,0.2,0.25,0.038,34,128,0.9921,3.24,0.44,10.1,5,0
"453",5.9,0.46,0.14,0.042,27,160,0.9931,3.46,0.51,10.6,7,0
"454",6,0.27,0.27,0.046,32,113,0.9924,3.41,0.51,10.5,7,0
"455",6.4,0.28,0.29,0.052,34,127,0.9929,3.48,0.56,10.5,7,0
"456",6.4,0.41,0.24,0.048,24,113,0.9982,3.44,0.53,9.8,6,1
"457",6.3,0.23,0.31,0.022,11,82,0.9892,3.3,0.4,12.9,7,0
"458",7.1,0.21,0.27,0.056,26,111,0.9956,2.95,0.52,9.5,5,0
"459",6,0.37,0.32,0.053,31,218.5,0.9924,3.29,0.72,9.8,6,0
"460",6.1,0.43,0.35,0.059,83,249,0.9971,3.37,0.5,8.5,5,0
"461",7.1,0.21,0.27,0.056,26,111,0.9956,2.95,0.52,9.5,5,0
"462",7,0.25,0.29,0.047,40,171,0.9982,3.22,0.45,9.3,5,1
"463",5.9,0.25,0.19,0.047,50,162,0.9973,3.35,0.38,9.5,5,1
"464",6.8,0.32,0.21,0.044,15,68,0.9932,3.17,0.39,9.4,6,0
"465",7.2,0.39,0.62,0.047,66,178,0.9976,3.16,0.5,8.7,5,0
"466",6.3,0.21,0.58,0.081,34,126,0.9962,2.95,0.46,8.9,5,0
"467",7,0.14,0.32,0.039,54,141,0.9956,3.22,0.43,9.4,6,0
"468",6.8,0.32,0.21,0.044,15,68,0.9932,3.17,0.39,9.4,6,0
"469",7.2,0.39,0.62,0.047,66,178,0.9976,3.16,0.5,8.7,5,0
"470",7.2,0.29,0.53,0.047,59,182,0.9992,3.09,0.52,9.6,5,1
"471",8.6,0.37,0.7,0.039,21,158,0.9983,3,0.73,9.3,6,1
"472",6.5,0.38,0.34,0.036,34,200,0.9937,3.14,0.76,10,5,0
"473",6.6,0.24,0.29,0.023,19,86,0.99,3.25,0.45,12.5,6,0
"474",7,0.17,0.31,0.034,34,132,0.9944,3.36,0.48,9.6,7,0
"475",5.5,0.16,0.22,0.03,30,102,0.9938,3.24,0.36,9.4,6,0
"476",7,0.24,0.51,0.029,55,227,0.9965,3.03,0.61,9.5,5,0
"477",7.4,0.28,0.36,0.028,42,105,0.9893,2.99,0.39,12.4,7,0
"478",7,0.22,0.28,0.037,29,115,0.9927,3.11,0.55,10.5,6,0
"479",7.1,0.55,0.13,0.073,21,165,0.994,2.97,0.58,9.2,6,0
"480",6.3,0.22,0.33,0.041,67,164,0.9928,3.32,0.56,10.4,6,0
"481",6.7,0.47,0.34,0.043,31,172,0.9964,3.22,0.6,9.2,5,0
"482",5.9,0.36,0.41,0.047,45,104,0.9917,3.33,0.51,10.6,6,0
"483",5.8,0.25,0.24,0.044,41,137,0.9972,3.34,0.42,9.5,5,1
"484",6.7,0.47,0.34,0.043,31,172,0.9964,3.22,0.6,9.2,5,0
"485",6.2,0.37,0.3,0.346,79,200,0.9954,3.29,0.58,9.6,5,0
"486",6.2,0.18,0.38,0.028,36,117,0.993,3.47,0.54,9.7,6,0
"487",6,0.16,0.37,0.025,43,117,0.9928,3.46,0.51,9.7,6,0
"488",6.6,0.34,0.28,0.035,32,90,0.9916,3.1,0.42,10.7,6,0
"489",7.4,0.29,0.29,0.045,53,180,0.9936,3.34,0.68,10.5,6,0
"490",7.4,0.26,0.31,0.047,52,177,0.9962,3.13,0.45,8.9,6,0
"491",7,0.28,0.36,0.035,8,70,0.9899,3.09,0.46,12.1,6,0
"492",7.1,0.23,0.39,0.032,12,65,0.9898,3.25,0.4,12.7,7,0
"493",7.8,0.19,0.26,0.039,42,182,0.996,3.18,0.46,9.9,6,0
"494",6.3,0.19,0.28,0.022,28,158,0.9907,3.2,0.64,11.4,6,0
"495",6.8,0.2,0.38,0.04,27,103,0.994,3.37,0.58,10.7,6,0
"496",5.7,0.44,0.13,0.025,28,173,0.9913,3.33,0.48,12.5,6,0
"497",7.2,0.4,0.62,0.041,70,189,0.9976,3.08,0.49,8.6,4,0
"498",6.8,0.23,0.32,0.026,43,147,0.9904,3.29,0.54,12.5,6,0
"499",5.7,0.335,0.34,0.04,13,174,0.992,3.27,0.66,10,5,0
"500",7.2,0.4,0.62,0.041,70,189,0.9976,3.08,0.49,8.6,4,0
"501",7.2,0.28,0.54,0.045,54,200,0.999,3.08,0.49,9.5,6,1
"502",6.8,0.19,0.58,0.038,51,164,0.9975,3.12,0.48,9.6,6,1
"503",6.4,0.3,0.3,0.038,8,210,0.9937,3.2,0.62,9.9,6,0
"504",6.5,0.3,0.29,0.037,8,210,0.9937,3.19,0.62,9.9,5,0
"505",7.8,0.18,0.31,0.053,46,140,0.998,3.06,0.53,8.9,6,1
"506",7.8,0.18,0.31,0.053,46,140,0.998,3.06,0.53,8.9,6,1
"507",7.3,0.51,0.26,0.09,7,135,0.9944,3.01,0.52,8.8,5,0
"508",6,0.24,0.27,0.048,40,170,0.9938,3.64,0.54,10,7,0
"509",5.9,0.62,0.28,0.039,55,152,0.9907,3.44,0.44,12,6,0
"510",6,0.24,0.27,0.048,40,170,0.9938,3.64,0.54,10,7,0
"511",6.7,0.27,0.12,0.041,62,138,0.9921,3.21,0.42,10,6,0
"512",7.8,0.34,0.35,0.042,8,167,0.9908,3.11,0.41,12.1,6,0
"513",7.3,0.26,0.36,0.04,31,141,0.9931,3.16,0.59,11,6,0
"514",7.4,0.36,0.33,0.025,27,55,0.9915,3.21,0.33,11.2,6,0
"515",7.8,0.28,0.32,0.036,34,115,0.9952,3.17,0.39,10.3,7,0
"516",6.1,0.31,0.26,0.051,28,167,0.9926,3.37,0.47,10.4,6,0
"517",6.8,0.18,0.37,0.055,47,154,0.9934,3.08,0.45,9.1,5,0
"518",7.4,0.15,0.42,0.045,49,154,0.992,3,0.6,10.4,6,0
"519",5.9,0.13,0.28,0.05,20,78,0.9918,3.43,0.64,10.8,6,0
"520",7.2,0.34,0.34,0.048,7,41,0.9942,3.19,0.4,11.7,5,1
"521",7.9,0.19,0.26,0.039,8,143,0.9942,3.05,0.74,9.8,5,0
"522",7.9,0.19,0.26,0.039,8,143,0.9942,3.05,0.74,9.8,5,0
"523",6.9,0.25,0.4,0.038,22,101,0.9901,3.03,0.39,11.4,6,0
"524",5.8,0.36,0.32,0.033,22,96,0.9898,3.03,0.38,11.2,6,0
"525",5.6,0.35,0.37,0.038,6,72,0.9902,3.37,0.34,11.4,5,0
"526",5.9,0.32,0.39,0.114,24,140,0.9934,3.09,0.45,9.2,6,0
"527",7.2,0.31,0.46,0.04,3,29,0.9906,3.04,0.53,12.5,4,0
"528",6.1,0.28,0.22,0.034,32,116,0.9898,3.36,0.44,12.6,6,0
"529",5.2,0.36,0.02,0.031,24,104,0.9896,3.44,0.35,12.2,6,0
"530",5.6,0.19,0.47,0.03,19,112,0.9922,3.56,0.45,11.2,6,0
"531",6.4,0.1,0.35,0.048,31,103,0.9947,3.43,0.79,9.7,6,0
"532",6.4,0.18,0.48,0.186,64,150,0.9945,3.06,0.4,9.3,5,0
"533",7.4,0.25,0.36,0.067,53,178,0.9976,3.01,0.48,9,6,1
"534",7.4,0.25,0.36,0.067,53,178,0.9976,3.01,0.48,9,6,1
"535",7.4,0.25,0.36,0.067,53,178,0.9976,3.01,0.48,9,6,1
"536",7.9,0.345,0.51,0.047,54,171,0.9987,3.09,0.51,9.1,5,1
"537",7.9,0.345,0.51,0.047,54,171,0.9987,3.09,0.51,9.1,5,1
"538",7.4,0.25,0.36,0.067,53,178,0.9976,3.01,0.48,9,6,1
"539",6.1,0.24,0.3,0.045,22,61,0.992,3.31,0.54,10.4,5,0
"540",6.8,0.25,0.24,0.053,41,211,0.9955,3.37,0.67,9.5,6,0
"541",6.7,0.31,0.31,0.04,10,175,0.9953,3.46,0.55,11.4,4,0
"542",7.2,0.46,0.65,0.05,76,192,0.9976,3.16,0.42,8.7,5,0
"543",5.5,0.35,0.35,0.045,14,167,0.992,3.34,0.68,9.9,6,0
"544",6.7,0.24,0.41,0.036,29,148,0.9952,3.22,0.62,9.9,6,0
"545",6.8,0.28,0.17,0.047,49,162,0.9983,3.21,0.51,9,6,1
"546",6.4,0.16,0.22,0.04,41,149,0.9933,3.49,0.58,10,6,0
"547",6.3,0.26,0.24,0.039,38,172,0.9958,3.49,0.64,9.7,6,0
"548",7.7,0.22,0.42,0.052,10,87,0.9922,3.3,0.49,11.8,6,0
"549",6.5,0.18,0.31,0.044,30,127,0.9928,3.49,0.5,10.2,7,0
"550",7.2,0.46,0.65,0.05,76,192,0.9976,3.16,0.42,8.7,5,0
"551",7,0.3,0.51,0.05,40,168,0.9976,3.07,0.52,9.6,7,1
"552",9.2,0.25,0.34,0.026,31,93,0.9916,2.93,0.37,11.3,7,0
"553",7.8,0.28,0.34,0.028,32,118,0.9901,3,0.38,12.1,7,0
"554",7,0.3,0.51,0.05,40,168,0.9976,3.07,0.52,9.6,7,1
"555",7.8,0.28,0.34,0.028,32,118,0.9901,3,0.38,12.1,7,0
"556",9.2,0.25,0.34,0.026,31,93,0.9916,2.93,0.37,11.3,7,0
"557",8.4,0.35,0.71,0.046,22,160,0.9982,2.98,0.65,9.4,5,1
"558",6.1,0.41,0.24,0.049,16,137,0.993,3.32,0.5,10.4,6,0
"559",5.9,0.21,0.24,0.044,53,165,0.9969,3.25,0.39,9.5,5,1
"560",7.2,0.34,0.44,0.047,51,144,0.991,3.01,0.76,12.3,6,0
"561",6.7,0.21,0.42,0.049,31,150,0.9953,3.12,0.74,9.9,7,0
"562",5.9,0.37,0.1,0.057,39,128,0.9924,3.24,0.48,10.1,5,0
"563",7.7,0.34,0.27,0.063,39,184,0.9969,3.09,0.63,9.2,6,0
"564",7.4,0.3,0.22,0.046,16,135,0.9928,3.08,0.77,10.4,7,0
"565",6.8,0.51,0.3,0.066,38,165,0.9945,3.2,0.42,9.1,5,0
"566",7.8,0.22,0.38,0.059,28,99,0.9967,3.12,0.47,10,6,0
"567",7.2,0.35,0.34,0.051,6,37,0.9944,3.13,0.39,11.5,6,1
"568",6,0.26,0.5,0.048,59,153,0.9928,3.08,0.61,9.8,5,0
"569",6.1,0.26,0.51,0.05,61,154,0.9929,3.08,0.6,9.8,6,0
"570",6.5,0.28,0.27,0.04,44,179,0.9948,3.19,0.69,9.4,6,0
"571",7.4,0.41,0.66,0.051,77,194,0.9976,3.05,0.46,8.7,5,0
"572",6.5,0.28,0.29,0.038,26,107,0.9912,3.32,0.41,11.6,7,0
"573",6.7,0.34,0.54,0.047,44,181,0.9987,3.04,0.56,8.8,5,1
"574",7.2,0.2,0.34,0.032,49,151,0.99,3.16,0.39,12.7,7,0
"575",7.4,0.2,0.33,0.035,39,138,0.991,3.17,0.44,11.7,7,0
"576",8.2,0.22,0.3,0.047,47,185,0.9933,3.13,0.5,10.2,6,0
"577",8.2,0.23,0.29,0.047,47,187,0.9933,3.13,0.5,10.2,6,0
"578",7.1,0.22,0.33,0.033,48,153,0.9899,3.15,0.38,12.7,7,0
"579",6.5,0.28,0.29,0.038,26,107,0.9912,3.32,0.41,11.6,7,0
"580",6,0.38,0.26,0.034,42,134,0.9912,3.38,0.38,12.3,7,0
"581",7.4,0.41,0.66,0.051,77,194,0.9976,3.05,0.46,8.7,5,0
"582",5.7,0.18,0.22,0.042,25,111,0.994,3.35,0.39,9.4,5,0
"583",7.3,0.3,0.22,0.056,44,168,0.9947,3.13,0.35,10.1,6,0
"584",7.4,0.24,0.22,0.042,26,81,0.9954,2.86,0.36,9.7,6,0
"585",6.6,0.25,0.3,0.046,32,134,0.993,3.42,0.51,10.1,7,0
"586",7.4,0.24,0.22,0.042,26,81,0.9954,2.86,0.36,9.7,6,0
"587",7.4,0.26,0.3,0.049,38,157,0.9963,3.13,0.48,8.9,6,0
"588",6.1,0.32,0.25,0.034,37,136,0.992,3.47,0.5,10.8,7,0
"589",6.9,0.28,0.27,0.036,42,121,0.9926,3.42,0.49,10.8,7,0
"590",7,0.23,0.33,0.04,25,136,0.995,3.19,0.58,9.5,6,0
"591",7.1,0.31,0.5,0.059,6,148,0.9983,2.94,0.44,9.1,5,1
"592",7.3,0.2,0.37,0.037,48,119,0.992,3.32,0.49,10.9,6,0
"593",6.9,0.41,0.33,0.043,28,152,0.9968,3.2,0.52,9.4,5,0
"594",6.4,0.45,0.07,0.03,10,131,0.9905,2.97,0.28,10.8,5,0
"595",6.4,0.475,0.06,0.03,9,131,0.9904,2.97,0.29,10.8,5,0
"596",6.3,0.27,0.38,0.051,7,140,0.9926,3.45,0.5,10.5,7,0
"597",6.9,0.41,0.33,0.043,28,152,0.9968,3.2,0.52,9.4,5,0
"598",7,0.29,0.37,0.034,26,127,0.9928,3.17,0.44,10.8,6,0
"599",5.9,0.27,0.29,0.036,31,115,0.9949,3.35,0.48,10.5,8,0
"600",6.9,0.19,0.4,0.036,14,55,0.9909,3.08,0.68,11.5,7,0
"601",6.7,0.3,0.35,0.18,36,160,0.9937,3.11,0.54,9.4,6,0
"602",7.2,0.24,0.4,0.045,31,106,0.9914,2.88,0.38,10.8,6,0
"603",6.4,0.45,0.07,0.03,10,131,0.9905,2.97,0.28,10.8,5,0
"604",6.4,0.475,0.06,0.03,9,131,0.9904,2.97,0.29,10.8,5,0
"605",6.3,0.26,0.49,0.052,34,134,0.9924,2.99,0.61,9.8,6,0
"606",6.3,0.26,0.49,0.052,34,134,0.9924,2.99,0.61,9.8,6,0
"607",7.3,0.25,0.29,0.049,38,158,0.9965,3.43,0.38,9.6,5,0
"608",7.3,0.25,0.29,0.049,38,158,0.9965,3.43,0.38,9.6,5,0
"609",6.1,0.28,0.25,0.044,48,161,0.9993,3.34,0.48,9.5,5,1
"610",7.4,0.37,0.35,0.061,12,94,0.9965,3.48,0.69,10.7,6,0
"611",6.5,0.36,0.28,0.037,29,119,0.9908,3.25,0.65,12.4,8,0
"612",7.4,0.24,0.4,0.032,9,95,0.992,3.09,0.39,11.1,6,0
"613",7.5,0.23,0.68,0.047,37,133,0.9978,2.99,0.38,8.8,5,0
"614",7.5,0.21,0.68,0.045,38,133,0.9978,3,0.36,8.7,5,0
"615",7.5,0.21,0.68,0.045,38,133,0.9978,3,0.36,8.7,5,0
"616",7.5,0.23,0.68,0.047,37,133,0.9978,2.99,0.38,8.8,5,0
"617",7.8,0.32,0.33,0.037,18,101,0.9912,3.21,0.65,11.7,7,0
"618",7.8,0.26,0.27,0.051,52,195,0.9928,3.23,0.5,10.9,6,0
"619",7.7,0.24,0.27,0.051,52,190,0.9928,3.23,0.5,10.8,6,0
"620",7.4,0.19,0.3,0.057,33,135,0.993,3.12,0.5,9.6,6,0
"621",6.5,0.46,0.41,0.084,59,222,0.9993,3.18,0.58,9,5,1
"622",6.5,0.26,0.43,0.083,50,171,0.9965,2.85,0.5,9,5,0
"623",5.3,0.32,0.12,0.043,22,141,0.9937,3.36,0.6,10.4,6,0
"624",7.2,0.24,0.34,0.045,3,64,0.9913,3.23,0.51,11.4,5,0
"625",6,0.36,0.06,0.066,27,128,0.9934,3.26,0.55,9.3,5,0
"626",6.2,0.24,0.29,0.039,49,130,0.9952,3.33,0.46,11,8,1
"627",7.6,0.56,0.12,0.096,22,177,0.9983,3.32,0.45,9.1,4,0
"628",7,0.32,0.24,0.048,31,228,0.9957,3.23,0.62,9.4,6,0
"629",7,0.32,0.24,0.048,31,228,0.9957,3.23,0.62,9.4,6,0
"630",5.8,0.31,0.33,0.036,23,99,0.9916,3.18,0.6,10.5,6,0
"631",7,0.23,0.42,0.05,35,144,0.9999,3.22,0.42,8.8,5,1
"632",7,0.23,0.42,0.05,35,144,0.9999,3.22,0.42,8.8,5,1
"633",6.9,0.24,0.33,0.04,16,131,0.9936,3.26,0.64,10.7,6,0
"634",6,0.29,0.2,0.045,45,187,0.9972,3.33,0.42,9.5,5,1
"635",6.1,0.17,0.28,0.033,46,150,0.9933,3.43,0.49,10.9,6,0
"636",5.9,0.14,0.25,0.027,34,140,0.9934,3.49,0.51,10.8,6,0
"637",6.2,0.17,0.28,0.037,39,133,0.9931,3.41,0.46,10.8,7,0
"638",7.4,0.28,0.25,0.053,25,148,0.9976,3.1,0.62,9.2,5,0
"639",5.6,0.35,0.14,0.046,48,198,0.9937,3.3,0.71,10.3,5,0
"640",5.8,0.335,0.14,0.046,49,197,0.9937,3.3,0.71,10.3,5,0
